Date,AAPL,AMZN,JPM,MGM,TSLA,VOO,VZ
2014-04-16,16.636402,323.679993,45.841755,22.892624,39.821999,149.819641,35.187901
2014-04-17,16.826488,324.910004,45.808571,22.646875,39.624001,149.995407,35.561455
2014-04-21,17.026186,330.869995,45.650955,22.571255,40.875999,150.548843,35.845352
2014-04-22,17.043169,329.320007,46.298012,23.601522,43.728001,151.207703,35.800518
2014-04-23,16.820395,324.579987,46.497108,22.864271,41.598,150.847549,35.434452
2014-04-24,18.199362,337.149994,46.613255,23.204538,41.571999,151.181305,34.575291
2014-04-25,18.333033,303.829987,46.206757,22.363316,39.970001,149.969009,34.321281
2014-04-28,19.043032,296.579987,46.032551,21.75839,39.702,150.425842,34.814362
2014-04-29,18.986612,300.380005,46.538593,23.610973,41.383999,151.14621,34.94136
2014-04-30,18.91481,304.130005,46.439041,23.847271,41.577999,151.620575,34.911484
2014-05-01,18.959368,307.890015,46.223358,23.998503,41.546001,151.629379,35.277561
2014-05-02,18.994625,308.01001,46.107227,25.038216,42.181999,151.383377,35.202854
2014-05-05,19.263237,310.049988,44.979019,24.75466,43.321999,151.699661,35.40456
2014-05-06,19.053286,297.380005,44.248997,24.272614,41.456001,150.381866,35.464325
2014-05-07,18.986612,292.709991,44.837975,23.771656,40.27,151.269211,35.93499
2014-05-08,18.952766,288.320007,45.095142,22.987143,35.717999,151.084717,36.226364
2014-05-09,18.873798,292.23999,44.804802,23.006048,36.452,151.348312,36.218891
2014-05-12,19.108778,302.859985,45.335724,23.242348,36.933998,152.780258,35.97982
2014-05-13,19.138748,304.640015,45.310833,23.327415,38.032001,152.920761,35.748226
2014-05-14,19.142302,297.619995,45.095142,22.883177,38.124001,152.182831,35.867748
2014-05-15,18.979519,295.190002,44.390022,22.883177,37.717999,150.812408,35.830402
2014-05-16,19.25963,297.700012,44.224102,22.590162,38.312,151.400986,36.659672
2014-05-19,19.487843,296.76001,44.655468,22.835911,39.217999,151.919296,36.719444
2014-05-20,19.491705,301.190002,44.564228,22.533453,39.060001,150.91777,36.345894
2014-05-21,19.543283,305.01001,44.896049,22.864271,39.889999,152.226776,36.734383
2014-05-22,19.574221,304.910004,45.252766,23.42194,40.976002,152.639664,36.943565
2014-05-23,19.795345,312.23999,45.236176,23.696041,41.459999,153.272171,37.160221
2014-05-27,20.166027,310.820007,45.742199,24.215904,42.312,154.177017,37.070568
2014-05-28,20.113808,310.160004,45.999367,24.300968,42.048,154.018906,37.160221
2014-05-29,20.480295,313.779999,46.223358,24.575073,42.048,154.89743,37.145287
2014-05-30,20.403582,312.549988,46.098907,24.338772,41.554001,155.099472,37.324581
2014-06-02,20.263361,308.839996,45.916424,24.697945,40.939999,155.310333,37.391815
2014-06-03,20.549919,307.190002,46.12381,23.98905,40.987999,155.213669,36.824032
2014-06-04,20.784578,306.779999,46.190174,24.282063,40.798,155.494827,36.719444
2014-06-05,20.866129,323.570007,46.978252,24.045767,41.380001,156.548981,36.816555
2014-06-06,20.80875,329.670013,47.260311,23.762205,41.633999,157.295731,36.921162
2014-06-09,21.14172,327.5,47.633617,23.185635,41.062,157.453857,37.033215
2014-06-10,21.26582,332.410004,48.031807,23.176184,40.459999,157.488968,36.995861
2014-06-11,21.177822,335.200012,47.509178,23.535357,40.894001,156.979446,36.883804
2014-06-12,20.823576,325.910004,47.318375,23.100567,40.703999,155.811035,36.637264
2014-06-13,20.595692,326.269989,47.318375,23.535357,41.284,156.303009,36.741848
2014-06-16,20.803268,327.619995,47.177357,23.450289,44.922001,156.434799,36.838974
2014-06-17,20.776199,325.619995,47.633617,23.431389,46.334,156.847656,36.764252
2014-06-18,20.798759,334.380005,47.932262,23.733852,45.424,158.016052,36.921162
2014-06-19,20.726557,327.0,47.534058,23.762205,45.557999,158.209351,36.958504
2014-06-20,20.512209,324.200012,47.741463,24.007956,45.917999,158.525635,36.898735
2014-06-23,20.494152,327.23999,48.272377,24.234798,47.444,158.454147,37.152756
2014-06-24,20.370062,324.160004,47.633617,24.253708,46.5,157.518753,36.816555
2014-06-25,20.388109,327.440002,47.724865,24.490005,47.377998,158.189438,36.913685
2014-06-26,20.509953,325.690002,47.608727,25.255611,47.119999,158.109985,36.764252
2014-06-27,20.753633,324.570007,47.724865,24.962603,47.812,158.383499,36.846455
2014-06-30,20.967989,324.779999,47.799515,24.95315,48.012001,158.339432,36.55508
2014-07-01,21.10111,332.390015,48.091908,25.142183,47.944,159.451309,36.883804
2014-07-02,21.092081,332.850006,47.590687,25.444653,45.886002,159.566055,37.10046
2014-07-03,21.216179,337.48999,47.657509,25.36904,45.849998,160.369064,37.137817
2014-07-07,21.653908,333.549988,47.340069,25.151644,44.532001,159.84845,37.167702
2014-07-08,21.514008,323.809998,46.579887,24.367128,43.813999,158.815918,36.820332
2014-07-09,21.523039,329.970001,46.797092,24.575073,44.612,159.477798,36.926056
2014-07-10,21.444067,327.920013,46.41283,24.310415,43.891998,158.868912,37.484852
2014-07-11,21.484682,346.200012,46.613316,24.149731,43.625999,159.080704,37.998337
2014-07-14,21.762213,355.320007,47.022644,24.272614,45.34,159.866058,38.156918
2014-07-15,21.507248,354.440002,48.676659,24.093023,43.916,159.592545,38.292843
2014-07-16,21.385405,355.899994,49.044209,24.159187,43.431999,160.201385,38.481625
2014-07-17,21.004084,352.450012,48.334152,23.913437,43.080002,158.321793,37.998337
2014-07-18,21.306429,358.660004,48.643257,24.12138,44.004002,159.989594,38.323055
2014-07-21,21.195875,359.76001,48.651608,24.055214,44.108002,159.645462,38.285297
2014-07-22,21.371864,360.839996,49.010811,24.735758,43.916,160.360275,38.496735
2014-07-23,21.92918,358.140015,49.286469,24.839725,44.498001,160.7397,38.443871
2014-07-24,21.893072,358.609985,49.42849,24.55617,44.708,160.7397,38.549583
2014-07-25,22.037481,324.01001,49.29483,24.943693,44.714001,159.971954,38.723267
2014-07-28,22.342081,320.410004,49.445194,25.350134,44.964001,160.042542,38.949814
2014-07-29,22.197685,320.0,48.985752,25.520269,45.001999,159.363068,39.244312
2014-07-30,22.145781,322.51001,49.211288,25.851082,45.784,159.363068,39.085728
2014-07-31,21.570419,312.98999,48.175442,25.36904,44.66,156.159775,38.07386
2014-08-01,21.690006,307.059998,47.181355,24.820824,46.653999,155.780319,37.628323
2014-08-04,21.568163,313.649994,47.323368,25.000408,47.703999,156.874557,37.915272
2014-08-05,21.462118,312.320007,46.830498,24.461651,47.698002,155.286163,37.499954
2014-08-06,21.426016,313.890015,46.972511,23.762205,49.785999,155.383179,37.099724
2014-08-07,21.423748,311.450012,46.705208,23.128929,50.478001,154.544861,36.737259
2014-08-08,21.482708,316.799988,47.064411,23.374672,49.625999,156.336212,36.775021
2014-08-11,21.766146,318.329987,47.047695,23.450289,51.863998,156.777451,36.752373
2014-08-12,21.761616,319.320007,47.072754,23.450289,51.992001,156.592133,36.880749
2014-08-13,22.049589,326.279999,47.381844,23.582619,52.062,157.695206,36.941158
2014-08-14,22.108549,333.209991,47.599041,23.762205,52.276001,158.383499,37.001568
2014-08-15,22.217396,333.630005,47.406898,23.667685,52.402,158.339432,36.850536
2014-08-18,22.484961,334.529999,47.807873,23.771656,51.987999,159.654282,36.835445
2014-08-19,22.795618,335.130005,48.083557,23.733852,51.352001,160.50148,36.775021
2014-08-20,22.804684,335.779999,48.150379,23.828367,51.141998,160.942627,36.865639
2014-08-21,22.806953,332.910004,48.868786,23.724396,50.868,161.40155,36.903393
2014-08-22,22.974747,331.589996,48.860435,23.705494,51.355999,161.145645,36.72971
2014-08-25,23.024635,334.019989,49.570492,23.525909,52.509998,161.983963,37.114834
2014-08-26,22.877245,341.829987,49.90464,23.507,52.348,162.116348,37.190346
2014-08-27,23.158419,343.179993,49.779331,23.280155,52.650002,162.089905,37.326275
2014-08-28,23.185629,340.019989,49.420143,23.497555,52.771999,161.966309,37.311165
2014-08-29,23.242317,339.040009,49.662384,23.128929,53.939999,162.363434,37.620773
2014-09-02,23.423727,342.380005,49.846176,22.523998,56.824001,162.319321,37.583027
2014-09-03,22.435074,339.0,49.871231,22.618519,56.237999,162.248734,37.666084
2014-09-04,22.249136,345.950012,49.879585,22.807556,57.208,161.983963,37.545258
2014-09-05,22.441877,346.380005,50.046658,22.854816,55.478001,162.760574,37.711388
2014-09-08,22.303555,342.339996,50.029942,22.873722,56.422001,162.345779,37.401787
2014-09-09,22.219664,329.75,49.336601,22.95879,55.695999,161.295624,36.926056
2014-09-10,22.902187,331.329987,49.470261,22.854816,56.220001,161.931015,36.812778
2014-09-11,22.999695,330.519989,49.921352,22.91153,56.062,162.081055,37.009106
2014-09-12,23.051847,331.190002,50.1469,22.467287,55.84,161.119171,36.548481
2014-09-15,23.045038,323.890015,50.07172,21.937979,50.771999,161.013275,36.669304
2014-09-16,22.870441,327.76001,50.113487,21.569351,52.147999,162.213409,36.971363
2014-09-17,23.033703,324.0,50.380802,21.588255,52.276001,162.442917,37.160145
2014-09-18,23.081322,325.0,51.224525,22.10811,52.764,163.290024,37.522602
2014-09-19,22.893118,331.320007,51.049099,21.852913,51.863998,163.13121,38.021004
2014-09-22,22.915794,324.5,50.882019,21.27634,50.006001,161.868561,37.892624
2014-09-23,23.274063,323.630005,50.907078,21.503187,50.082001,160.955322,37.688732
2014-09-24,23.072256,328.209991,51.483479,21.559898,50.428001,162.249817,37.809563
2014-09-25,22.192446,321.929993,50.24715,21.162912,49.389999,159.643127,37.462193
2014-09-26,22.845499,323.209991,50.589642,21.351955,49.32,160.928696,37.583027
2014-09-29,22.700377,321.820007,50.397511,20.945524,49.051998,160.609543,37.567924
2014-09-30,22.845499,322.440002,50.322323,21.531546,48.535999,160.121826,37.749149
2014-10-01,22.489492,317.459991,49.929718,20.898264,48.048,158.020493,37.326275
2014-10-02,22.652761,318.410004,49.483978,20.794291,50.284,158.011612,37.220554
2014-10-03,22.589266,322.73999,50.711823,20.91717,51.042,159.776047,37.537712
2014-10-06,22.589266,322.200012,50.610905,20.964428,52.124001,159.580948,37.817112
2014-10-07,22.391987,316.980011,49.845615,20.605255,51.914001,157.133835,37.515053
2014-10-08,22.85684,322.700012,50.795933,20.765936,51.855999,159.882462,38.080109
2014-10-09,22.906723,315.369995,49.685825,20.217722,51.402,156.655029,37.362331
2014-10-10,22.84096,311.390015,49.214863,19.62225,47.382,154.899414,37.369976
2014-10-13,22.632351,306.450012,48.912109,19.159107,44.917999,152.354691,36.934731
2014-10-14,22.391987,308.309998,48.769142,19.489922,45.411999,152.602997,36.820194
2014-10-15,22.117619,305.970001,46.700302,19.281979,45.939999,151.468048,36.591106
2014-10-16,21.827372,302.859985,46.321854,20.217722,45.27,151.370529,36.400215
2014-10-17,22.147095,303.640015,47.26376,20.520184,45.495998,153.241364,36.705647
2014-10-20,22.621012,306.209991,47.625381,20.510735,46.094002,154.748703,37.018723
2014-10-21,23.235516,315.329987,48.718678,21.219629,47.068001,157.754471,37.179081
2014-10-22,23.35343,312.970001,48.315002,20.907719,46.220001,156.68161,36.888908
2014-10-23,23.77066,313.179993,48.828011,21.134563,47.057999,158.481537,36.820194
2014-10-24,23.859091,287.059998,49.399887,21.342503,47.048,159.669647,37.24017
2014-10-27,23.83415,289.970001,49.315788,21.427572,44.334,159.465729,37.736488
2014-10-28,24.203756,295.589996,50.148369,21.654423,48.554001,161.301086,38.148834
2014-10-29,24.339809,294.119995,49.862427,21.635519,47.619999,161.114914,38.049564
2014-10-30,24.258183,299.070007,49.946526,21.720583,47.731998,162.134552,38.10302
2014-10-31,24.489466,305.459991,50.863213,21.975784,48.34,163.969925,38.370274
2014-11-03,24.806927,305.720001,51.199604,21.75839,48.518002,164.067505,38.477177
2014-11-04,24.625525,302.809998,50.669773,21.106209,47.785999,163.48233,38.43137
2014-11-05,24.684481,296.519989,51.426682,20.529634,46.194,164.55513,38.438992
2014-11-06,24.755075,296.640015,51.493958,20.671417,48.243999,165.220154,38.393173
2014-11-07,24.825676,299.859985,51.695789,20.737581,48.040001,165.362,38.836063
2014-11-10,24.784683,305.109985,52.082645,20.926619,48.386002,165.858551,38.72916
2014-11-11,24.982809,312.01001,51.611694,21.323601,50.216,166.018143,38.645168
2014-11-12,25.335808,311.51001,50.930485,21.304699,49.82,165.885162,38.805519
2014-11-13,25.693354,316.480011,50.652954,21.408665,50.34,166.035843,39.09568
2014-11-14,26.003077,327.820007,50.695007,21.474831,51.736,166.097931,39.32476
2014-11-17,25.959806,323.049988,50.77911,21.191273,50.796001,166.186569,39.248402
2014-11-18,26.29686,324.929993,50.905251,21.162912,51.540001,167.144226,39.110954
2014-11-19,26.114668,326.540009,50.964127,20.973883,49.548,166.842728,38.553547
2014-11-20,26.488155,330.540009,50.560444,20.973883,49.742001,167.144226,38.324451
2014-11-21,26.524593,332.630005,50.837982,21.474831,48.556,168.084045,38.339725
2014-11-24,27.01651,335.640015,51.266888,21.597708,49.344002,168.518478,37.797577
2014-11-25,26.781935,335.040009,50.711823,21.559898,49.618,168.465302,37.675411
2014-11-26,27.100779,333.570007,50.745476,21.569351,49.688,168.855438,38.209904
2014-11-28,27.084833,338.640015,50.59409,21.559898,48.903999,168.491882,38.62989
2014-12-01,26.205767,326.0,50.45953,21.049496,46.327999,167.339249,38.202278
2014-12-02,26.105555,326.309998,51.367802,20.954975,46.285999,168.394409,37.499783
2014-12-03,26.401617,316.5,51.754669,20.91717,45.860001,169.041672,37.255436
2014-12-04,26.301414,316.929993,51.62009,20.765936,45.655998,168.873169,37.24781
2014-12-05,26.189821,312.630005,52.730213,20.709223,44.742001,169.174637,37.117992
2014-12-08,25.597706,306.640015,52.704983,20.463472,42.872002,168.021957,37.339436
2014-12-09,25.989414,312.5,52.519966,20.331148,43.377998,167.888992,35.827534
2014-12-10,25.495224,305.839996,51.031403,19.584442,41.967999,165.25563,35.26247
2014-12-11,25.420069,307.359985,51.418262,19.41431,41.776001,166.027008,35.399918
2014-12-12,24.989651,307.320007,50.493179,19.074039,41.400002,163.331573,34.804317
2014-12-15,24.648041,306.070007,49.753105,18.733767,40.807999,162.196625,34.682133
2014-12-16,24.310982,295.059998,49.139172,17.816929,39.562,160.946442,34.766132
2014-12-17,24.916767,298.880005,50.266117,17.022964,41.164001,164.191635,35.460999
2014-12-18,25.65464,297.730011,51.704193,18.336784,43.652,168.111084,35.926804
2014-12-19,25.456511,299.899994,52.082645,19.215818,43.858002,168.88678,35.903881
2014-12-22,25.720686,306.540009,52.091057,19.168556,44.52,169.635742,36.278046
2014-12-23,25.629587,306.290009,52.545189,19.792387,44.194,169.894257,36.400215
2014-12-24,25.508888,303.029999,52.545189,19.631704,44.452,169.876465,36.400215
2014-12-26,25.959806,309.089996,52.604076,19.953068,45.563999,170.429245,36.5453
2014-12-29,25.941589,312.040009,52.948872,20.302792,45.141998,170.670013,36.308586
2014-12-30,25.625034,310.299988,53.108654,20.274435,44.445999,169.742737,36.140598
2014-12-31,25.137676,310.350006,52.629295,20.208273,44.481998,167.977341,35.720631
2015-01-02,24.898552,308.519989,52.891674,19.868002,43.862,167.977341,35.85807
2015-01-05,24.197117,302.190002,51.249664,19.319788,42.018002,165.026169,35.560268
2015-01-06,24.1994,295.290009,49.920807,18.582533,42.256001,163.403442,35.919155
2015-01-07,24.538729,298.420013,49.996979,19.310335,42.189999,165.44519,35.687363
2015-01-08,25.481558,300.459991,51.114243,19.584442,42.124001,168.351837,36.452274
2015-01-09,25.508888,296.929993,50.225506,19.385952,41.332001,166.934204,36.127762
2015-01-12,24.880331,291.410004,49.793846,19.111841,40.442001,165.694809,36.374996
2015-01-13,25.101242,294.73999,49.802303,19.234722,40.849998,165.25795,36.452274
2015-01-14,25.005589,293.269989,48.084122,19.121296,38.537998,164.286118,36.29002
2015-01-15,24.326925,286.950012,46.543663,19.130747,38.374001,162.752563,36.39045
2015-01-16,24.137907,290.73999,47.339283,18.913353,38.613998,164.767624,37.078091
2015-01-20,24.759626,289.440002,47.153065,18.081581,38.386002,165.177734,37.224892
2015-01-21,24.948652,297.25,47.305424,18.185553,39.313999,166.042572,37.278969
2015-01-22,25.597706,310.320007,48.744308,18.799931,40.324001,168.583633,36.93129
2015-01-23,25.72979,312.390015,47.974083,18.903898,40.257999,167.656372,36.429085
2015-01-26,25.757124,309.660004,48.050251,19.745125,41.310001,167.986237,36.282295
2015-01-27,24.855284,306.75,47.567799,19.716774,41.195999,165.784027,35.810989
2015-01-28,26.26042,303.910004,46.340534,19.206366,39.874001,163.599594,35.579205
2015-01-29,27.077997,311.779999,47.119209,19.074039,41.040001,165.186646,35.625561
2015-01-30,26.681736,354.529999,46.027359,18.412399,40.720001,163.153809,35.316513
2015-02-02,27.01651,364.470001,46.94994,18.658152,42.188,165.026169,36.297741
2015-02-03,27.021061,363.549988,48.007935,19.338692,43.672001,167.433487,36.954475
2015-02-04,27.228306,364.75,47.720161,18.781025,43.709999,166.862869,36.93129
2015-02-05,27.422646,373.890015,48.050251,19.215818,44.198002,168.556885,36.977657
2015-02-06,27.191727,374.279999,48.998226,18.866096,43.472,168.084335,38.113403
2015-02-09,27.372345,370.559998,48.938984,18.516371,43.495998,167.317566,37.927975
2015-02-10,27.898209,373.0,49.480679,19.603346,43.257999,169.100769,38.252476
2015-02-11,28.552113,375.140015,49.404499,19.612797,42.560001,169.216705,38.484264
2015-02-12,28.913359,377.170013,50.420174,20.075943,40.576,170.785904,38.260197
2015-02-13,29.055113,381.829987,50.504822,20.28388,40.754002,171.534821,38.09795
2015-02-17,29.226589,375.429993,50.868782,20.671417,40.869999,171.811234,37.997501
2015-02-18,29.430077,373.369995,50.250896,21.077852,40.891998,171.846878,37.812084
2015-02-19,29.368343,379.0,50.13242,21.210182,42.341999,171.730988,37.788906
2015-02-20,29.608412,383.660004,50.614857,21.389767,43.422001,172.774139,37.835255
2015-02-23,30.408634,380.140015,50.233974,21.314148,41.467999,172.729538,37.680733
2015-02-24,30.218872,378.589996,51.478191,20.680874,40.821999,173.237808,38.028412
2015-02-25,29.446074,385.369995,51.749031,20.765936,40.751999,173.050522,38.012966
2015-02-26,29.818758,384.799988,52.121452,20.747034,41.438,172.85437,38.144306
2015-02-27,29.370628,380.160004,51.867531,20.539091,40.667999,172.257034,38.206112
2015-03-02,29.514669,385.660004,52.282269,20.671417,39.466,173.389343,38.221565
2015-03-03,29.576406,384.609985,52.451546,20.8132,39.911999,172.649292,38.283379
2015-03-04,29.388918,382.720001,52.586971,20.869907,40.487999,171.927155,37.912514
2015-03-05,28.901926,387.829987,52.47694,20.728128,40.125999,172.114365,37.796627
2015-03-06,28.945364,380.089996,51.537434,20.43512,38.776001,169.680283,37.309875
2015-03-09,29.06883,378.559998,52.053734,19.764029,38.175999,170.402512,37.263512
2015-03-10,28.467516,369.51001,50.750278,18.932259,38.063999,167.602875,36.707237
2015-03-11,27.948511,366.369995,50.98727,18.516371,38.748001,167.210587,36.838566
2015-03-12,28.453798,374.23999,51.943714,18.639246,38.214001,169.368256,37.64983
2015-03-13,28.25717,370.579987,51.630547,18.346233,37.736,168.333954,37.734814
2015-03-16,28.568111,373.350006,52.349983,18.582533,39.139999,170.634323,38.067043
2015-03-17,29.045965,371.920013,52.146851,20.548542,38.945999,170.05481,37.819805
2015-03-18,29.372917,375.140015,52.265331,21.285795,40.141998,172.07872,38.27565
2015-03-19,29.15114,373.23999,51.799824,21.597708,39.130001,171.285217,38.090221
2015-03-20,28.785318,378.48999,52.265331,21.380312,39.616001,172.836578,38.291111
2015-03-23,29.084835,375.109985,51.749031,21.181824,39.925999,172.52652,38.352913
2015-03-24,28.96594,374.089996,51.173473,20.869907,40.344002,171.522781,38.175209
2015-03-25,28.209152,370.959991,50.454048,20.501282,38.860001,169.022537,37.64983
2015-03-26,28.405781,367.350006,50.394794,20.217722,38.082001,168.601395,37.410316
2015-03-27,28.179434,370.559998,50.403248,20.132656,37.0,168.950867,37.518482
2015-03-30,28.89278,374.589996,51.596672,20.104301,38.113998,171.056854,37.951149
2015-03-31,28.449223,372.100006,51.275059,19.877457,37.754002,169.551254,37.572559
2015-04-01,28.408072,370.26001,51.079082,19.735672,37.518002,169.004639,37.796627
2015-04-02,28.652708,372.25,51.564739,20.170464,38.200001,169.5065,38.221565
2015-04-06,29.116844,377.040009,51.522144,20.170464,40.619999,170.698349,38.345184
2015-04-07,28.810469,374.410004,51.845909,19.953068,40.650002,170.241318,38.067043
2015-04-08,28.716732,381.200012,52.016304,20.406765,41.534,170.85965,38.38739
2015-04-09,28.936214,383.540009,52.374168,21.370861,42.018002,171.603455,38.293629
2015-04-10,29.059681,382.649994,52.570129,21.314148,42.18,172.544449,38.457714
2015-04-13,29.002523,382.359985,52.88538,20.794291,41.956001,171.764755,38.317078
2015-04-14,28.876772,385.109985,53.711849,20.567446,41.492001,172.078415,38.42646
2015-04-15,28.986515,383.450012,54.708721,20.926619,41.566002,172.867035,38.590542
2015-04-16,28.84705,386.040009,54.367916,20.747034,41.34,172.804291,38.49678
2015-04-17,28.522385,375.559998,53.541435,20.255529,41.358002,170.796921,38.20768
2015-04-20,29.174,389.51001,53.882252,20.63361,41.054001,172.356247,38.582737
2015-04-21,29.016245,391.179993,53.089863,20.520184,41.882,172.185974,38.418655
2015-04-22,29.407215,389.799988,53.626644,20.822649,43.888,173.037292,38.731178
2015-04-23,29.647282,389.98999,53.507366,20.869907,43.720001,173.485413,39.106236
2015-04-24,29.786747,445.100006,53.33696,20.794291,43.686001,173.834869,39.090599
2015-04-27,30.328609,438.559998,53.115437,20.718679,46.310001,173.144821,39.129677
2015-04-28,29.850761,429.309998,53.473274,21.134563,46.096001,173.682541,39.496906
2015-04-29,29.411785,429.369995,54.18898,19.953068,46.490002,172.974579,39.434391
2015-04-30,28.613842,421.779999,53.899288,19.990877,45.209999,171.253967,39.410957
2015-05-01,29.482658,422.869995,54.19751,20.227173,45.206001,173.04628,39.387508
2015-05-04,29.425501,423.040009,55.143261,20.104301,46.102001,173.583969,39.473469
2015-05-05,28.762459,421.190002,54.870605,19.036226,46.59,171.558701,39.137489
2015-05-06,28.581835,419.100006,54.461628,18.506922,46.085999,170.868668,38.785885
2015-05-07,28.758619,426.880005,54.955803,18.667603,47.360001,171.558701,38.856194
2015-05-08,29.300459,433.690002,55.799316,18.837738,47.321999,173.807983,39.176548
2015-05-11,29.001987,432.850006,55.765236,18.289524,47.897999,172.974579,38.910896
2015-05-12,28.898676,431.019989,55.688557,18.072128,48.948002,172.472733,38.770248
2015-05-13,28.930809,426.869995,55.824875,18.298977,48.636002,172.52652,38.856194
2015-05-14,29.605806,432.279999,56.276451,18.261169,48.82,174.327744,39.043728
2015-05-15,29.564487,426.0,56.131607,18.402948,49.768002,174.506973,38.90308
2015-05-18,29.890507,425.23999,56.591702,18.601439,49.75,175.044678,38.754623
2015-05-19,29.862959,421.709991,57.094398,18.629795,49.428001,174.955032,38.715561
2015-05-20,29.860655,423.859985,56.642826,18.970064,48.869999,174.838593,38.824947
2015-05-21,30.166021,431.630005,56.787682,19.092937,49.124001,175.367264,38.989033
2015-05-22,30.430048,427.630005,56.634308,19.385952,49.546001,174.981949,38.76244
2015-05-26,29.75963,425.470001,56.003807,18.781025,49.492001,173.100067,38.613987
2015-05-27,30.31525,431.420013,56.634308,18.818836,49.486,174.695206,38.731178
2015-05-28,30.255547,426.570007,56.404259,19.083492,50.290001,174.533859,38.707745
2015-05-29,29.911171,429.230011,56.046398,18.95116,50.16,173.395767,38.629601
2015-06-01,29.970865,430.920013,56.302013,18.506922,49.889999,173.799057,38.457714
2015-06-02,29.837704,430.98999,56.250893,18.686506,49.669998,173.619843,38.395206
2015-06-03,29.874434,436.589996,56.83028,18.629795,49.798,174.094742,38.348328
2015-06-04,29.699947,430.779999,56.515011,19.168556,49.183998,172.678864,37.582611
2015-06-05,29.536934,426.950012,57.443737,19.168556,49.827999,172.329376,36.902843
2015-06-08,29.341784,423.5,56.992161,18.11939,51.257999,171.26297,37.066929
2015-06-09,29.254536,425.480011,57.239243,18.289524,51.200001,171.218094,36.988789
2015-06-10,29.589737,430.769989,58.159439,18.459661,50.139999,173.25235,37.090359
2015-06-11,29.523157,432.970001,58.380962,18.733767,50.282001,173.79007,37.316952
2015-06-12,29.197142,429.920013,58.150909,18.365137,50.138,172.517548,36.918468
2015-06-15,29.139742,423.670013,57.929379,18.1761,50.076,171.719971,36.723129
2015-06-16,29.295862,427.26001,58.253162,18.043776,50.624001,172.723663,37.0513
2015-06-17,29.226982,427.809998,58.05719,18.35569,52.082001,173.019424,36.934097
2015-06-18,29.360151,439.390015,58.602478,18.431305,52.377998,174.731033,37.324776
2015-06-19,29.066267,434.920013,58.006081,18.431305,52.501999,173.718399,37.082546
2015-06-22,29.298157,436.290009,58.755863,18.043776,51.958,174.908646,37.137249
2015-06-23,29.164993,445.98999,59.428959,18.317881,53.534,175.034683,37.324776
2015-06-24,29.412956,440.839996,58.806976,17.608984,53.034,173.783188,36.949722
2015-06-25,29.272903,440.100006,58.49173,17.618437,53.757999,173.242981,37.066929
2015-06-26,29.10071,438.100006,58.74733,17.372684,53.417999,173.242981,37.207569
2015-06-29,28.591017,429.859985,57.256287,16.616529,52.403999,169.578613,36.543419
2015-06-30,28.797649,434.089996,57.733425,17.249813,53.652,170.019806,36.418407
2015-07-01,29.066267,437.390015,58.376617,17.533371,53.830002,171.307281,36.723129
2015-07-02,29.029537,437.709991,57.904938,17.533371,56.004002,171.181244,36.879417
2015-07-06,28.928514,436.040009,57.741985,17.268717,55.944,170.686081,36.754391
2015-07-07,28.857349,436.720001,57.287464,18.005962,53.576,171.73941,36.918468
2015-07-08,28.14102,429.700012,56.112568,16.607077,50.992001,168.822327,36.823612
2015-07-09,27.567041,434.390015,56.69574,16.86228,51.584,169.128464,36.570625
2015-07-10,28.304026,443.51001,57.501873,17.155293,51.830002,171.280258,37.155628
2015-07-13,28.850456,455.570007,58.393753,17.816929,52.431999,173.197998,37.313759
2015-07-14,28.83898,465.570007,59.208492,17.883093,53.130001,173.963257,37.479755
2015-07-15,29.116783,461.190002,59.337124,17.523916,52.627998,173.89122,37.416519
2015-07-16,29.504793,475.480011,59.654438,17.665701,53.335999,175.223724,37.81179
2015-07-17,29.75963,483.01001,59.354279,17.438854,54.931999,175.430832,37.622051
2015-07-20,30.322134,488.100006,59.397152,17.448299,56.452,175.511856,38.02523
2015-07-21,30.019077,488.0,59.25993,17.467209,53.354,174.818573,37.131916
2015-07-22,28.749437,488.269989,60.100395,17.505014,53.574001,174.476486,36.72084
2015-07-23,28.735661,482.179993,59.723049,17.656244,53.439999,173.477066,36.641773
2015-07-24,28.584131,529.419983,59.097015,17.117485,53.082001,171.667419,36.396713
2015-07-27,28.186941,531.409973,58.325157,16.720501,50.602001,170.695038,36.230701
2015-07-28,28.326986,526.030029,58.359463,17.022964,52.964001,172.765823,36.278126
2015-07-29,28.237448,529.0,59.122734,17.221455,52.764,173.990265,36.807793
2015-07-30,28.0951,536.76001,59.208492,18.573082,53.358002,174.017273,36.894756
2015-07-31,27.849436,536.150024,58.771107,18.544727,53.23,173.720154,36.989616
2015-08-03,27.192806,535.030029,58.771107,18.762123,51.998001,173.179977,37.131916
2015-08-04,26.320362,531.900024,58.711086,20.557993,53.256001,172.83786,36.894756
2015-08-05,26.494846,537.01001,58.942623,21.134563,54.026001,173.441071,36.871037
2015-08-06,26.552504,529.460022,58.530987,20.784843,49.226002,172.117599,36.863129
2015-08-07,26.642448,522.619995,58.359463,20.983332,48.501999,171.667419,36.649681
2015-08-10,27.611099,524.0,59.079838,21.361408,48.228001,173.846222,37.337456
2015-08-11,26.174271,527.460022,58.513832,20.964428,47.473999,172.252609,37.629959
2015-08-12,26.577875,525.909973,57.664806,20.860455,47.633999,172.40567,37.827599
2015-08-13,26.557123,529.659973,57.930679,21.030592,48.501999,172.216614,37.677391
